Perimeter;Major_Axis_Length;Minor_Axis_Length;Eccentricity;Convex_Area;Extent;Class
45;19;85;89;1300;75;Osmancik
46;19;83;90;1318;54;Osmancik
45;18;87;88;1302;59;Cammeo
45;18;89;87;1311;58;Osmancik
46;19;86;89;1313;60;Cammeo
43;17;91;85;1300;62;Osmancik
47;20;81;91;1313;65;Cammeo
46;19;83;90;1310;55;Cammeo
45;19;84;89;1300;59;Cammeo
45;19;87;88;1316;65;Osmancik
45;18;91;86;1319;69;Osmancik
45;18;91;86;1312;60;Osmancik
45;18;89;87;1307;61;Osmancik
45;18;88;88;1308;61;Osmancik
44;18;90;86;1306;66;Osmancik
46;19;83;90;1314;56;Cammeo
48;21;77;93;1305;51;Cammeo
44;17;93;85;1319;76;Osmancik
46;19;85;89;1305;58;Osmancik
46;19;86;89;1322;58;Osmancik
44;18;92;85;1315;76;Osmancik
46;19;83;90;1309;59;Cammeo
45;18;89;87;1318;72;Osmancik
47;19;82;90;1307;55;Osmancik
45;19;85;89;1304;61;Cammeo
46;19;85;89;1312;77;Osmancik
45;18;90;87;1322;69;Osmancik
47;20;81;91;1324;64;Cammeo
46;19;83;90;1309;54;Cammeo
46;19;85;89;1327;70;Cammeo
44;18;89;87;1303;71;Cammeo
46;19;84;90;1326;56;Cammeo
47;19;86;89;1333;63;Cammeo
45;19;86;89;1305;58;Cammeo
45;19;84;90;1302;80;Cammeo
44;18;90;86;1313;73;Osmancik
46;19;85;89;1312;63;Cammeo
44;18;91;86;1315;64;Osmancik
45;19;86;89;1308;78;Osmancik
44;18;90;87;1310;73;Osmancik
44;17;93;84;1320;72;Osmancik
44;17;92;85;1322;70;Osmancik
45;19;85;89;1321;57;Cammeo
47;20;81;91;1310;66;Cammeo
46;20;82;91;1313;76;Cammeo
45;19;86;89;1310;57;Osmancik
46;19;86;89;1326;58;Osmancik
46;19;85;89;1319;59;Cammeo
45;18;87;88;1308;59;Cammeo
46;19;83;90;1324;55;Cammeo
46;19;83;90;1322;72;Cammeo
46;19;87;88;1322;58;Osmancik
47;19;83;90;1319;56;Cammeo
48;20;82;91;1337;65;Cammeo
48;19;85;89;1314;62;Osmancik
44;18;88;88;1307;58;Osmancik
46;18;88;88;1326;76;Osmancik
45;18;90;86;1322;75;Osmancik
47;20;80;92;1310;58;Cammeo
46;20;82;91;1313;70;Cammeo
46;19;87;88;1313;68;Osmancik
45;18;90;87;1316;68;Osmancik
46;19;84;90;1316;59;Osmancik
44;18;91;86;1311;78;Osmancik
47;20;79;92;1321;68;Cammeo
46;19;86;89;1327;73;Osmancik
44;18;92;85;1327;63;Osmancik
46;19;84;90;1315;57;Cammeo
46;19;85;89;1326;63;Cammeo
46;18;89;87;1319;72;Osmancik
44;18;88;88;1307;77;Osmancik
45;18;88;88;1320;69;Osmancik
44;17;93;85;1319;62;Osmancik
46;18;91;86;1338;64;Osmancik
45;18;92;86;1328;60;Osmancik
47;20;82;91;1319;55;Cammeo
47;20;83;90;1330;66;Cammeo
45;19;86;89;1317;77;Osmancik
47;20;83;91;1325;76;Cammeo
47;20;79;92;1318;63;Cammeo
47;20;80;92;1321;54;Cammeo
47;19;84;90;1355;72;Cammeo
44;18;92;86;1320;62;Osmancik
47;20;81;91;1315;53;Cammeo
45;18;89;87;1319;73;Cammeo
47;20;80;91;1318;74;Cammeo
46;19;86;89;1330;60;Cammeo
45;19;86;89;1309;66;Cammeo
46;19;85;89;1321;75;Cammeo
46;20;83;91;1316;65;Cammeo
44;17;95;83;1331;70;Osmancik
45;18;89;87;1322;65;Osmancik
46;19;84;90;1358;76;Cammeo
46;19;85;89;1328;60;Cammeo
45;19;86;89;1314;60;Osmancik
45;18;89;87;1331;71;Osmancik
44;17;93;85;1322;71;Osmancik
45;18;92;86;1337;62;Osmancik
47;20;80;92;1330;59;Osmancik
46;19;86;89;1321;58;Osmancik
45;18;90;87;1322;60;Osmancik
46;19;83;90;1324;64;Cammeo
45;19;86;89;1324;77;Cammeo
46;19;86;89;1342;77;Cammeo
46;19;87;88;1331;67;Cammeo
46;19;84;90;1321;68;Cammeo
46;19;86;89;1323;59;Osmancik
45;18;87;88;1325;70;Cammeo
46;19;85;90;1335;60;Cammeo
46;19;83;90;1321;73;Cammeo
45;18;91;86;1323;75;Osmancik
44;17;94;84;1338;65;Osmancik
46;20;82;91;1318;62;Cammeo
46;19;84;90;1322;58;Cammeo
46;19;86;89;1328;79;Cammeo
46;18;88;88;1325;59;Cammeo
45;18;91;86;1325;63;Osmancik
46;20;83;90;1321;70;Cammeo
47;19;85;90;1338;73;Cammeo
45;18;92;86;1337;77;Osmancik
46;19;83;90;1323;78;Cammeo
45;19;86;89;1315;81;Osmancik
45;18;89;87;1333;76;Osmancik
46;19;86;89;1319;81;Osmancik
46;19;85;89;1323;58;Cammeo
47;19;85;90;1343;69;Cammeo
46;19;87;88;1332;67;Cammeo
45;18;89;87;1331;67;Osmancik
46;19;87;88;1334;73;Osmancik
44;18;91;86;1320;60;Osmancik
47;19;85;90;1340;58;Osmancik
46;19;83;90;1325;55;Osmancik
48;21;78;92;1339;62;Cammeo
46;19;86;89;1334;77;Osmancik
45;18;90;87;1318;63;Osmancik
46;19;85;90;1324;58;Osmancik
47;19;84;90;1337;57;Cammeo
45;19;86;89;1325;67;Cammeo
45;18;91;87;1338;70;Osmancik
46;19;86;89;1335;59;Cammeo
48;20;82;91;1344;63;Cammeo
45;19;88;88;1332;77;Cammeo
46;19;87;89;1342;53;Osmancik
46;19;87;89;1330;56;Osmancik
46;19;84;90;1330;61;Cammeo
46;18;91;86;1341;76;Osmancik
45;18;90;87;1324;80;Osmancik
46;19;84;90;1323;76;Osmancik
47;20;81;91;1331;61;Cammeo
44;18;93;85;1333;62;Osmancik
47;19;85;90;1338;55;Cammeo
48;20;81;91;1328;57;Osmancik
47;19;84;90;1342;73;Cammeo
44;17;96;83;1327;64;Osmancik
44;17;96;83;1335;63;Osmancik
48;21;79;92;1362;61;Cammeo
46;19;85;89;1340;72;Osmancik
46;19;86;89;1338;61;Cammeo
46;18;89;87;1337;59;Osmancik
48;20;81;91;1347;68;Cammeo
47;20;83;91;1332;79;Osmancik
48;20;82;91;1349;53;Osmancik
46;18;90;87;1338;75;Cammeo
44;17;94;84;1334;64;Osmancik
45;18;92;86;1331;62;Osmancik
45;18;90;87;1333;61;Cammeo
46;19;87;89;1335;58;Osmancik
46;19;85;90;1327;62;Cammeo
46;20;83;90;1327;66;Cammeo
46;19;84;90;1338;65;Cammeo
47;20;80;92;1334;55;Cammeo
45;18;90;87;1331;61;Osmancik
48;20;81;91;1359;70;Cammeo
45;18;91;86;1325;67;Osmancik
47;20;82;91;1340;62;Cammeo
45;18;91;86;1338;73;Osmancik
43;17;95;83;1322;77;Osmancik
47;19;84;90;1351;70;Cammeo
47;19;86;89;1345;58;Cammeo
44;17;94;85;1331;79;Osmancik
46;19;84;90;1348;77;Cammeo
45;18;91;86;1326;79;Osmancik
45;18;92;86;1356;71;Osmancik
47;20;83;91;1333;77;Cammeo
47;20;82;91;1345;75;Cammeo
46;19;85;90;1336;76;Cammeo
47;19;85;90;1335;55;Osmancik
44;18;92;85;1329;63;Osmancik
45;18;90;87;1342;60;Osmancik
45;18;93;85;1337;62;Osmancik
47;20;83;91;1352;61;Cammeo
45;18;91;86;1340;76;Osmancik
47;20;83;91;1346;53;Cammeo
48;20;82;91;1349;52;Cammeo
45;19;86;89;1327;59;Osmancik
46;19;88;89;1345;61;Osmancik
45;18;90;87;1332;77;Osmancik
45;18;93;85;1341;68;Osmancik
46;19;86;89;1338;73;Cammeo
46;19;87;89;1357;78;Cammeo
45;17;98;82;1345;65;Osmancik
48;20;81;91;1365;56;Cammeo
47;20;83;91;1343;57;Cammeo
45;18;93;85;1349;62;Osmancik
47;19;85;90;1357;58;Cammeo
46;19;86;89;1346;57;Cammeo
46;18;91;86;1348;71;Osmancik
48;19;85;90;1359;58;Cammeo
47;19;84;90;1342;75;Cammeo
45;17;94;85;1335;63;Osmancik
45;18;89;88;1335;58;Osmancik
47;20;82;91;1336;81;Cammeo
47;20;83;91;1337;78;Cammeo
46;19;89;88;1357;63;Osmancik
46;19;86;89;1340;66;Cammeo
46;19;84;90;1343;68;Cammeo
48;20;84;90;1357;62;Cammeo
46;18;89;88;1342;78;Osmancik
47;20;80;92;1333;68;Cammeo
45;17;94;85;1342;65;Osmancik
47;20;84;90;1346;61;Cammeo
46;18;91;87;1356;65;Cammeo
46;19;86;89;1338;65;Osmancik
46;19;86;89;1344;58;Cammeo
47;20;84;90;1350;54;Cammeo
47;20;84;90;1338;54;Cammeo
45;17;95;84;1349;63;Osmancik
46;19;87;89;1344;57;Cammeo
48;20;83;91;1360;54;Cammeo
45;19;87;89;1336;64;Cammeo
47;19;84;90;1342;73;Cammeo
46;19;88;88;1347;59;Cammeo
46;19;89;88;1349;68;Osmancik
47;20;84;90;1351;54;Cammeo
48;20;84;91;1363;59;Cammeo
46;20;83;90;1353;73;Cammeo
47;19;85;90;1346;55;Cammeo
46;20;84;90;1345;73;Cammeo
47;20;83;91;1346;74;Cammeo
47;20;83;91;1358;64;Cammeo
46;19;87;89;1340;63;Cammeo
46;19;85;90;1343;60;Cammeo
47;20;83;91;1343;59;Cammeo
47;19;86;89;1360;69;Cammeo
46;19;87;89;1354;57;Cammeo
45;18;90;87;1350;73;Osmancik
47;20;82;91;1360;71;Cammeo
47;20;81;91;1346;53;Cammeo
47;19;88;89;1352;57;Osmancik
45;18;93;85;1345;73;Osmancik
45;18;93;86;1354;77;Osmancik
44;18;93;85;1337;62;Osmancik
48;20;84;90;1361;70;Cammeo
45;19;88;88;1343;58;Osmancik
47;19;86;90;1351;74;Cammeo
46;19;88;88;1362;56;Cammeo
46;19;85;90;1344;59;Cammeo
47;19;85;90;1362;55;Cammeo
46;19;88;89;1357;57;Cammeo
45;18;93;86;1356;77;Osmancik
46;19;88;88;1367;79;Cammeo
46;19;87;89;1347;71;Cammeo
47;20;83;91;1353;79;Cammeo
46;19;88;88;1352;74;Cammeo
47;19;85;90;1353;68;Cammeo
46;19;87;89;1346;64;Cammeo
47;19;88;89;1358;57;Osmancik
46;19;85;90;1344;58;Osmancik
47;19;86;89;1360;56;Cammeo
48;20;83;91;1351;68;Cammeo
48;21;79;92;1349;67;Cammeo
44;17;98;82;1350;66;Osmancik
46;19;86;90;1351;65;Cammeo
46;19;88;88;1354;66;Osmancik
47;20;84;90;1356;71;Cammeo
48;20;83;91;1374;71;Cammeo
47;19;86;89;1362;56;Cammeo
49;21;81;92;1372;65;Cammeo
45;18;93;86;1361;61;Osmancik
45;18;90;87;1350;59;Osmancik
47;20;84;90;1349;56;Cammeo
47;19;87;89;1359;58;Cammeo
46;19;85;90;1346;58;Cammeo
47;19;86;89;1361;62;Cammeo
48;20;85;90;1377;61;Cammeo
46;19;88;88;1345;61;Cammeo
47;20;85;90;1375;72;Cammeo
48;20;85;90;1369;57;Cammeo
47;19;85;90;1351;67;Cammeo
47;19;86;90;1361;61;Cammeo
48;20;85;90;1363;55;Cammeo
46;19;87;89;1362;69;Cammeo
46;19;86;89;1357;68;Cammeo
47;19;86;90;1355;71;Cammeo
47;19;86;90;1363;61;Cammeo
46;18;91;87;1363;61;Osmancik
48;20;81;92;1382;59;Cammeo
46;19;87;89;1348;59;Osmancik
46;19;88;88;1354;65;Cammeo
47;19;86;90;1356;57;Cammeo
47;20;83;91;1362;74;Cammeo
45;18;94;85;1356;61;Osmancik
47;20;83;91;1351;55;Cammeo
44;17;95;84;1351;81;Osmancik
46;19;89;88;1369;69;Cammeo
46;20;85;90;1350;64;Osmancik
46;20;85;90;1354;59;Cammeo
47;19;85;90;1375;56;Cammeo
46;18;90;87;1364;61;Osmancik
47;20;85;90;1358;78;Cammeo
48;21;78;93;1353;75;Cammeo
46;18;91;87;1360;60;Osmancik
46;19;88;88;1350;57;Osmancik
47;20;85;90;1358;68;Cammeo
46;19;87;89;1358;69;Osmancik
47;19;89;88;1373;62;Cammeo
46;19;85;90;1365;61;Cammeo
47;19;87;89;1370;66;Osmancik
47;19;86;90;1368;66;Cammeo
46;19;87;89;1359;69;Cammeo
46;19;88;89;1363;74;Cammeo
47;19;87;89;1371;76;Cammeo
47;20;85;90;1360;70;Osmancik
48;20;83;91;1370;52;Cammeo
46;19;87;89;1360;59;Osmancik
46;19;88;88;1353;77;Osmancik
46;19;87;89;1356;79;Cammeo
51;23;73;94;1358;59;Cammeo
46;19;88;88;1359;60;Osmancik
45;18;93;85;1361;68;Osmancik
46;18;92;86;1361;74;Osmancik
48;20;86;90;1396;71;Cammeo
47;19;87;89;1375;60;Cammeo
47;19;88;89;1374;58;Cammeo
47;19;86;89;1376;69;Cammeo
47;19;86;90;1368;79;Cammeo
46;19;91;87;1374;61;Cammeo
47;19;87;90;1365;56;Cammeo
46;19;89;88;1359;61;Cammeo
46;19;90;88;1374;75;Cammeo
45;18;95;84;1365;63;Osmancik
46;19;90;88;1364;75;Osmancik
48;21;80;92;1366;52;Cammeo
48;20;83;91;1369;65;Cammeo
47;20;86;90;1376;69;Cammeo
49;20;82;91;1365;51;Cammeo
46;18;92;86;1375;59;Osmancik
47;20;84;90;1375;63;Cammeo
46;19;90;88;1380;70;Cammeo
48;20;84;91;1386;73;Cammeo
47;19;88;89;1384;57;Cammeo
46;18;93;86;1389;71;Osmancik
47;19;87;89;1391;57;Cammeo
46;19;86;90;1362;63;Cammeo
47;20;85;90;1373;71;Cammeo
48;19;86;90;1393;55;Cammeo
45;19;90;88;1361;76;Osmancik
47;19;87;89;1362;58;Cammeo
46;19;89;88;1366;58;Osmancik
47;19;89;88;1397;60;Cammeo
47;19;88;89;1381;55;Cammeo
46;18;92;86;1370;67;Cammeo
48;19;89;89;1395;65;Cammeo
47;19;86;90;1378;61;Cammeo
46;18;91;87;1366;65;Osmancik
49;20;83;91;1383;53;Cammeo
48;21;81;92;1378;77;Cammeo
48;20;84;91;1377;72;Cammeo
45;18;93;86;1368;63;Cammeo
46;19;89;88;1379;79;Cammeo
47;20;85;90;1370;78;Cammeo
47;19;87;89;1385;75;Cammeo
46;19;87;89;1368;57;Osmancik
45;18;92;87;1370;74;Osmancik
47;19;87;89;1388;65;Cammeo
49;21;79;92;1364;53;Cammeo
47;19;87;89;1376;57;Cammeo
47;20;86;90;1381;60;Cammeo
46;18;91;87;1364;59;Osmancik
45;18;94;85;1386;62;Osmancik
46;19;89;88;1366;61;Cammeo
47;20;85;90;1372;56;Cammeo
48;20;84;91;1386;59;Cammeo
46;19;87;89;1373;65;Cammeo
46;19;88;89;1372;75;Cammeo
48;21;81;92;1376;67;Cammeo
45;18;95;85;1369;72;Osmancik
47;20;85;90;1373;54;Cammeo
47;20;84;90;1375;77;Cammeo
47;19;89;88;1402;69;Cammeo
47;19;87;90;1381;57;Cammeo
47;20;84;90;1373;72;Cammeo
47;20;86;90;1372;58;Cammeo
47;19;87;89;1393;59;Cammeo
47;20;86;90;1378;65;Cammeo
44;18;94;85;1364;78;Osmancik
46;19;88;89;1378;72;Cammeo
48;20;84;90;1382;65;Cammeo
47;19;87;89;1373;57;Cammeo
47;19;87;89;1377;75;Cammeo
47;20;84;91;1377;73;Cammeo
47;19;87;89;1381;69;Cammeo
48;20;84;91;1384;79;Cammeo
47;20;85;90;1384;77;Cammeo
46;19;88;89;1372;68;Cammeo
47;20;85;90;1380;71;Cammeo
47;19;87;89;1378;63;Cammeo
48;20;84;91;1389;65;Cammeo
47;19;88;89;1377;75;Cammeo
47;20;87;90;1374;56;Cammeo
46;19;87;89;1373;57;Cammeo
48;20;83;91;1373;59;Cammeo
47;19;89;88;1386;74;Cammeo
48;20;83;91;1374;70;Cammeo
45;18;93;86;1374;78;Osmancik
47;19;89;88;1395;57;Cammeo
46;19;88;89;1381;66;Cammeo
48;20;83;91;1383;63;Cammeo
47;19;91;87;1394;59;Osmancik
47;19;88;89;1389;60;Cammeo
46;19;91;88;1395;62;Cammeo
47;20;85;90;1381;55;Cammeo
46;19;86;90;1374;73;Osmancik
45;18;92;87;1371;79;Cammeo
47;20;84;91;1376;81;Cammeo
48;20;83;91;1375;53;Cammeo
47;20;85;90;1385;55;Cammeo
46;18;91;87;1377;73;Osmancik
45;17;97;83;1387;72;Osmancik
47;20;85;90;1385;57;Cammeo
48;20;84;91;1384;55;Cammeo
47;19;88;89;1403;69;Cammeo
47;19;90;88;1387;71;Cammeo
48;20;86;90;1397;75;Cammeo
47;19;89;88;1402;64;Cammeo
48;20;84;91;1381;60;Cammeo
47;19;88;89;1394;63;Cammeo
48;20;87;90;1406;63;Cammeo
47;20;85;90;1381;56;Cammeo
48;20;84;91;1379;77;Cammeo
48;20;83;91;1396;78;Cammeo
49;20;83;91;1406;53;Cammeo
48;20;84;91;1387;80;Cammeo
48;21;83;91;1385;55;Cammeo
47;19;88;89;1387;64;Cammeo
47;20;86;90;1388;58;Cammeo
47;19;91;87;1413;68;Osmancik
46;19;91;87;1378;62;Cammeo
46;19;90;88;1375;79;Osmancik
47;19;88;89;1382;56;Cammeo
47;19;89;88;1389;72;Cammeo
47;20;85;90;1387;67;Cammeo
47;20;84;91;1381;67;Cammeo
46;19;91;87;1388;79;Osmancik
48;20;85;90;1388;54;Cammeo
47;20;87;90;1390;58;Osmancik
46;19;91;87;1391;61;Cammeo
48;20;85;90;1386;58;Cammeo
48;20;86;90;1390;55;Cammeo
46;19;91;87;1377;60;Osmancik
46;19;91;88;1385;58;Cammeo
46;18;92;87;1387;61;Osmancik
46;19;90;88;1392;58;Osmancik
47;20;86;90;1398;63;Cammeo
47;19;88;89;1398;60;Cammeo
47;20;88;89;1406;62;Cammeo
47;20;87;90;1395;79;Cammeo
49;21;82;92;1406;52;Cammeo
46;19;92;87;1393;60;Osmancik
47;20;86;90;1392;78;Cammeo
47;20;86;90;1378;56;Osmancik
47;19;91;88;1414;58;Cammeo
48;20;85;90;1390;55;Cammeo
49;20;83;91;1407;78;Cammeo
45;18;92;87;1378;74;Osmancik
48;20;86;90;1398;58;Cammeo
48;20;86;90;1388;54;Cammeo
46;19;90;88;1383;69;Cammeo
48;20;85;90;1395;55;Cammeo
48;20;87;89;1404;73;Cammeo
47;20;87;89;1385;67;Cammeo
48;20;85;90;1397;54;Cammeo
45;18;95;85;1381;62;Osmancik
49;21;83;91;1401;53;Cammeo
47;19;87;89;1385;57;Cammeo
50;22;79;93;1403;79;Cammeo
48;21;83;91;1395;57;Cammeo
47;19;87;89;1391;57;Cammeo
47;19;91;88;1405;71;Cammeo
47;20;86;90;1385;73;Cammeo
46;19;90;88;1393;61;Cammeo
48;20;84;91;1387;56;Cammeo
49;20;85;90;1417;54;Cammeo
47;20;85;90;1389;67;Cammeo
46;19;91;87;1387;58;Cammeo
48;20;84;91;1399;60;Cammeo
47;19;87;89;1394;71;Cammeo
46;19;88;89;1382;63;Osmancik
48;20;87;90;1406;55;Cammeo
48;20;84;91;1392;58;Cammeo
46;18;97;84;1402;61;Osmancik
47;19;90;88;1414;58;Cammeo
49;21;79;93;1393;53;Cammeo
48;20;85;91;1387;58;Cammeo
46;19;91;87;1390;65;Osmancik
47;20;88;89;1387;57;Cammeo
47;19;91;88;1407;77;Cammeo
48;20;86;90;1414;55;Cammeo
47;20;87;90;1401;64;Cammeo
48;19;89;89;1445;59;Cammeo
49;21;83;92;1407;76;Cammeo
49;21;84;91;1418;77;Cammeo
48;20;84;91;1392;76;Cammeo
46;18;93;87;1394;62;Osmancik
46;18;92;87;1392;60;Cammeo
50;21;83;92;1415;57;Cammeo
48;20;87;89;1397;69;Cammeo
48;20;86;90;1402;78;Cammeo
48;20;86;90;1418;77;Cammeo
47;20;88;89;1409;69;Cammeo
47;19;89;89;1405;59;Osmancik
46;19;91;87;1391;70;Cammeo
48;20;85;91;1392;59;Cammeo
47;19;88;89;1393;57;Cammeo
48;19;89;89;1417;67;Cammeo
45;18;94;86;1389;61;Osmancik
47;19;92;87;1410;74;Osmancik
48;20;86;90;1436;58;Cammeo
46;19;90;88;1391;72;Osmancik
48;20;86;90;1409;56;Cammeo
48;20;84;91;1411;60;Cammeo
47;20;87;90;1393;66;Osmancik
48;20;87;90;1418;60;Cammeo
48;20;88;89;1403;67;Cammeo
46;19;92;87;1404;74;Cammeo
48;20;83;91;1396;55;Cammeo
48;20;84;91;1405;55;Cammeo
48;21;82;92;1401;59;Cammeo
48;21;83;92;1394;80;Cammeo
48;20;86;90;1396;55;Cammeo
48;20;84;91;1394;60;Cammeo
49;21;84;91;1427;58;Cammeo
48;19;91;88;1422;67;Osmancik
48;20;86;90;1406;71;Cammeo
45;17;101;81;1406;75;Osmancik
46;18;95;85;1396;65;Osmancik
47;19;89;89;1398;63;Cammeo
48;20;86;90;1410;75;Cammeo
47;19;89;89;1416;77;Cammeo
48;19;90;88;1426;63;Cammeo
48;20;88;89;1419;57;Cammeo
49;22;79;93;1401;55;Cammeo
47;19;90;88;1400;59;Cammeo
45;18;97;84;1414;65;Osmancik
48;21;82;92;1413;79;Cammeo
47;20;88;89;1404;57;Cammeo
47;19;91;88;1407;61;Cammeo
47;19;88;89;1402;63;Cammeo
49;21;82;92;1410;53;Cammeo
47;19;90;89;1419;58;Cammeo
47;19;90;88;1418;77;Cammeo
45;18;95;85;1396;62;Osmancik
49;20;87;90;1417;56;Cammeo
49;20;85;91;1428;79;Cammeo
49;21;83;91;1424;53;Cammeo
46;19;93;87;1402;62;Osmancik
48;21;82;92;1407;80;Cammeo
48;20;85;90;1400;55;Cammeo
48;20;85;91;1408;69;Cammeo
48;20;87;90;1411;63;Cammeo
47;19;89;89;1416;69;Cammeo
48;19;89;89;1435;64;Cammeo
47;19;89;89;1400;59;Cammeo
46;18;94;86;1414;61;Osmancik
48;20;86;91;1418;56;Cammeo
47;19;91;88;1432;58;Osmancik
48;20;86;90;1419;63;Cammeo
49;21;83;91;1407;65;Cammeo
49;20;86;90;1426;63;Cammeo
48;20;86;90;1402;73;Osmancik
48;20;88;90;1427;59;Cammeo
48;20;87;90;1415;72;Cammeo
48;20;87;90;1413;56;Cammeo
48;20;88;89;1416;71;Cammeo
47;20;88;89;1420;63;Cammeo
47;19;90;88;1420;71;Cammeo
49;20;86;90;1438;66;Cammeo
47;19;90;88;1426;58;Cammeo
49;21;82;92;1415;72;Cammeo
47;19;91;88;1421;65;Cammeo
47;19;92;87;1433;58;Cammeo
48;20;86;90;1421;55;Cammeo
49;22;80;93;1405;50;Cammeo
48;20;86;90;1415;55;Cammeo
49;20;88;90;1426;65;Cammeo
47;20;87;89;1408;77;Cammeo
47;20;86;90;1404;65;Cammeo
48;20;88;89;1423;66;Cammeo
48;20;85;91;1404;64;Cammeo
48;19;89;89;1421;57;Cammeo
49;20;86;90;1422;71;Cammeo
49;21;84;91;1420;53;Cammeo
48;20;88;90;1426;75;Cammeo
49;21;83;91;1434;52;Cammeo
48;20;85;91;1411;56;Cammeo
49;20;87;90;1424;57;Cammeo
48;20;86;90;1417;56;Cammeo
47;20;87;90;1416;76;Osmancik
49;20;86;90;1423;54;Cammeo
47;20;89;89;1421;79;Cammeo
47;19;90;88;1427;78;Cammeo
48;20;88;90;1424;68;Cammeo
48;20;87;90;1417;58;Cammeo
48;20;85;91;1417;82;Cammeo
47;20;89;89;1412;56;Cammeo
48;20;86;90;1422;78;Cammeo
47;19;90;88;1416;71;Cammeo
47;20;89;89;1423;56;Cammeo
47;20;89;89;1420;69;Cammeo
48;20;89;89;1435;55;Cammeo
47;19;90;88;1422;74;Cammeo
48;20;86;90;1436;54;Cammeo
47;19;89;89;1424;72;Cammeo
48;20;86;90;1410;80;Cammeo
49;21;83;91;1421;57;Cammeo
47;19;89;89;1416;67;Cammeo
47;20;88;89;1422;60;Cammeo
48;20;86;90;1426;71;Cammeo
48;20;87;90;1427;74;Cammeo
47;19;91;88;1416;70;Cammeo
48;19;92;88;1435;57;Cammeo
48;20;88;90;1421;56;Cammeo
48;20;88;89;1433;58;Cammeo
48;20;85;91;1416;53;Cammeo
46;18;94;86;1418;72;Osmancik
49;21;84;91;1444;54;Cammeo
47;19;91;88;1432;66;Cammeo
47;20;88;89;1426;77;Cammeo
47;20;87;90;1415;56;Cammeo
48;20;87;90;1426;65;Cammeo
48;20;87;90;1433;79;Cammeo
49;21;84;91;1456;54;Cammeo
49;21;84;91;1429;55;Cammeo
46;18;95;86;1418;70;Osmancik
47;19;91;88;1417;74;Cammeo
48;20;86;90;1423;58;Cammeo
48;19;91;88;1442;59;Cammeo
48;20;86;90;1423;64;Cammeo
50;21;83;92;1427;64;Cammeo
48;20;88;90;1423;57;Cammeo
47;20;90;89;1428;58;Cammeo
47;19;92;87;1428;71;Cammeo
49;20;85;91;1415;55;Osmancik
48;20;89;89;1434;65;Cammeo
48;20;88;90;1428;75;Cammeo
48;20;87;90;1427;58;Cammeo
47;20;89;89;1424;71;Cammeo
48;19;90;89;1429;65;Cammeo
48;20;89;89;1427;58;Cammeo
47;20;88;90;1413;80;Cammeo
48;20;87;90;1427;65;Cammeo
49;21;85;91;1430;55;Cammeo
49;21;85;91;1428;69;Cammeo
48;20;89;89;1431;56;Cammeo
47;19;93;87;1435;61;Cammeo
48;20;88;90;1427;67;Cammeo
47;20;87;90;1413;86;Cammeo
49;21;84;91;1429;78;Cammeo
47;20;88;90;1422;77;Cammeo
48;20;89;89;1432;56;Cammeo
48;19;90;88;1430;58;Cammeo
49;20;86;90;1442;61;Cammeo
48;20;87;90;1431;59;Cammeo
48;19;90;88;1432;59;Cammeo
48;20;88;90;1440;54;Cammeo
49;20;86;91;1433;65;Cammeo
48;20;87;90;1442;57;Cammeo
48;20;86;90;1421;56;Cammeo
49;20;88;90;1443;76;Cammeo
48;20;86;90;1433;75;Cammeo
48;19;91;88;1445;68;Osmancik
47;19;91;88;1431;77;Cammeo
49;21;85;91;1433;62;Cammeo
45;18;99;83;1432;79;Cammeo
47;19;92;87;1437;60;Cammeo
48;19;94;86;1462;62;Cammeo
47;19;92;88;1449;74;Cammeo
47;19;92;88;1431;70;Cammeo
49;21;84;91;1428;76;Cammeo
47;19;90;88;1432;76;Cammeo
48;20;88;90;1428;72;Cammeo
47;19;92;87;1430;59;Cammeo
48;19;92;88;1441;57;Cammeo
48;20;86;90;1427;55;Cammeo
48;20;88;90;1435;70;Cammeo
49;21;85;91;1426;53;Cammeo
47;19;91;88;1442;67;Cammeo
49;21;84;91;1426;54;Cammeo
46;19;94;87;1422;62;Osmancik
49;21;84;91;1426;73;Cammeo
49;20;88;90;1444;55;Cammeo
48;19;91;88;1442;71;Cammeo
49;21;86;91;1438;54;Cammeo
49;21;84;91;1428;78;Cammeo
48;20;88;90;1428;57;Cammeo
48;20;90;89;1430;57;Cammeo
48;19;95;86;1460;60;Cammeo
49;21;84;92;1441;80;Cammeo
48;20;88;90;1431;71;Cammeo
48;20;87;90;1434;78;Cammeo
48;20;87;90;1448;55;Cammeo
46;18;95;86;1425;62;Cammeo
48;20;89;89;1438;56;Cammeo
49;21;85;91;1444;67;Cammeo
47;19;95;86;1434;61;Cammeo
48;20;88;90;1438;64;Cammeo
48;20;87;90;1431;75;Cammeo
48;20;89;89;1444;56;Cammeo
47;19;92;88;1439;59;Cammeo
47;19;90;89;1443;78;Cammeo
47;20;88;90;1428;74;Cammeo
48;20;91;89;1467;62;Cammeo
49;21;86;91;1461;77;Cammeo
46;18;98;84;1443;66;Osmancik
48;20;89;89;1446;58;Cammeo
47;19;91;88;1434;59;Cammeo
47;19;90;88;1438;61;Cammeo
46;18;97;85;1434;67;Osmancik
46;18;95;86;1440;78;Osmancik
49;20;86;90;1456;60;Cammeo
48;20;86;91;1434;54;Cammeo
48;19;91;88;1451;57;Cammeo
48;20;87;90;1442;60;Cammeo
48;20;88;90;1431;74;Cammeo
