Area;Perimeter;Major_Axis_Length;Minor_Axis_Length;Eccentricity;Convex_Area;Extent;Class
11782;433;182;83;89;12083;75;Osmancik
12693;448;180;91;86;13035;59;Osmancik
12678;452;190;85;89;12930;63;Osmancik
11840;420;166;90;83;12021;79;Osmancik
12397;446;184;86;88;12594;59;Osmancik
13056;485;205;82;91;13492;53;Osmancik
12266;438;178;88;86;12554;76;Osmancik
9571;388;160;76;88;9720;63;Osmancik
11236;421;171;84;87;11440;60;Osmancik
14658;477;189;99;84;15048;64;Osmancik
11553;432;177;84;88;11845;58;Osmancik
12615;458;185;88;87;13014;62;Osmancik
12692;447;174;94;84;13148;64;Osmancik
10975;420;169;83;87;11305;68;Osmancik
13553;455;179;97;83;13877;72;Osmancik
12213;442;183;85;88;12474;79;Osmancik
12837;464;194;85;89;13053;58;Osmancik
12885;463;192;86;89;13263;58;Osmancik
11911;441;185;82;89;12119;58;Osmancik
13045;446;174;96;83;13351;63;Osmancik
12637;455;187;86;88;12958;61;Osmancik
11483;429;173;85;87;11770;77;Osmancik
12237;432;169;93;83;12577;70;Osmancik
12675;466;195;83;90;12977;58;Osmancik
12649;459;190;85;89;12886;69;Osmancik
13217;471;194;88;89;13520;57;Osmancik
11372;435;179;81;89;11608;57;Osmancik
12831;455;187;88;88;13084;61;Osmancik
11742;428;171;88;85;11951;63;Osmancik
10667;411;163;84;85;10987;66;Osmancik
11470;427;174;85;87;11767;63;Osmancik
10167;406;160;82;85;10479;66;Osmancik
12720;443;183;89;87;12904;77;Osmancik
11027;422;172;82;87;11350;78;Osmancik
11794;422;169;89;84;12026;76;Osmancik
12301;440;175;90;85;12591;66;Osmancik
12204;436;169;93;83;12505;74;Osmancik
11458;437;178;83;88;11732;76;Osmancik
10882;411;168;83;87;11033;75;Osmancik
12053;440;180;86;87;12351;59;Osmancik
11281;424;170;85;86;11543;68;Osmancik
10948;408;167;83;86;11132;75;Osmancik
11525;432;177;83;88;11794;64;Osmancik
12340;456;189;84;89;12624;63;Osmancik
11340;420;169;86;86;11639;63;Osmancik
12326;444;181;87;87;12597;67;Osmancik
11975;434;176;87;86;12216;76;Osmancik
9944;407;169;75;89;10212;55;Osmancik
11432;428;172;85;86;11696;62;Osmancik
12695;447;179;91;85;12947;60;Osmancik
10864;426;174;81;88;11170;57;Osmancik
12913;449;178;93;85;13198;62;Osmancik
13117;451;173;98;82;13453;65;Osmancik
10713;443;192;71;92;10969;69;Osmancik
10344;406;169;78;88;10533;71;Osmancik
10483;419;176;76;90;10773;69;Osmancik
11697;424;170;88;85;11939;62;Osmancik
12764;449;185;88;88;12950;72;Osmancik
10784;424;176;78;89;11091;63;Osmancik
12811;453;185;89;87;13112;58;Osmancik
12593;449;179;90;86;12945;62;Osmancik
10767;410;166;83;86;10978;77;Osmancik
10572;403;164;81;86;10745;74;Osmancik
11312;421;168;87;85;11622;76;Osmancik
10740;422;182;75;91;10886;55;Osmancik
11052;418;170;83;87;11338;70;Osmancik
11906;433;174;88;86;12179;62;Osmancik
12466;453;185;86;88;12706;60;Osmancik
12871;448;183;90;87;13102;73;Osmancik
12714;434;169;96;81;12993;74;Osmancik
13066;458;186;90;87;13315;61;Osmancik
11682;437;176;86;87;11969;58;Osmancik
11422;421;169;87;85;11669;61;Osmancik
11278;422;170;86;86;11642;62;Osmancik
11462;423;171;85;86;11712;69;Osmancik
12057;448;183;85;88;12295;73;Osmancik
10989;431;180;78;89;11268;68;Osmancik
9516;386;155;79;86;9753;69;Osmancik
12317;432;174;90;85;12506;63;Osmancik
12675;453;191;85;89;12856;57;Osmancik
9292;414;183;64;93;9442;50;Osmancik
12540;456;185;87;88;12854;59;Osmancik
9373;383;159;75;87;9520;72;Osmancik
14350;472;189;97;85;14577;65;Osmancik
11870;432;177;86;87;12143;77;Osmancik
9732;395;166;75;89;9887;58;Osmancik
11671;430;177;84;87;11895;67;Osmancik
10851;408;168;83;86;11007;61;Osmancik
13314;457;182;94;85;13562;61;Osmancik
10510;416;174;77;89;10691;58;Osmancik
10874;426;177;79;89;11211;63;Osmancik
12539;437;174;92;84;12835;78;Osmancik
11102;423;173;82;88;11332;59;Osmancik
10395;415;170;79;88;10725;60;Osmancik
10669;404;162;84;85;10908;67;Osmancik
9768;413;179;69;92;9943;70;Osmancik
11423;418;169;87;85;11717;65;Osmancik
13135;459;189;89;88;13353;58;Osmancik
10815;420;179;77;90;10981;56;Osmancik
10829;404;160;87;83;11138;72;Osmancik
11686;433;176;85;87;12038;78;Osmancik
9763;404;169;74;89;10047;70;Osmancik
12366;451;180;89;87;12620;58;Osmancik
9621;408;175;70;91;9779;51;Osmancik
11590;435;176;84;87;11880;72;Osmancik
13060;465;192;87;89;13352;58;Osmancik
11928;439;181;85;88;12218;59;Osmancik
11230;422;172;83;87;11462;60;Osmancik
11603;427;175;84;87;11807;80;Osmancik
10589;411;170;80;88;10850;72;Osmancik
11245;421;174;82;88;11475;68;Osmancik
10190;397;161;81;86;10476;78;Osmancik
12019;442;183;84;88;12290;58;Osmancik
11746;431;174;87;86;12096;71;Osmancik
12613;459;193;84;89;12937;62;Osmancik
11559;435;178;83;88;11796;66;Osmancik
13950;490;209;85;91;14158;55;Osmancik
11224;424;174;83;87;11544;71;Osmancik
11993;438;175;88;86;12359;60;Osmancik
11479;421;171;85;86;11677;79;Osmancik
11485;424;175;84;87;11688;60;Osmancik
12837;463;192;86;89;13229;58;Osmancik
10873;408;167;83;86;11073;66;Osmancik
10664;414;168;81;87;10929;64;Osmancik
10729;414;171;81;88;10987;79;Osmancik
10841;410;167;84;86;11079;73;Osmancik
12020;425;175;87;86;12176;64;Osmancik
12314;440;180;87;87;12587;80;Osmancik
11792;427;180;83;88;11923;71;Osmancik
8505;359;147;73;86;8651;67;Osmancik
11928;432;171;90;85;12195;63;Osmancik
11915;433;178;86;87;12101;62;Osmancik
10789;413;170;81;87;11016;69;Osmancik
10366;403;162;83;85;10680;70;Osmancik
11476;424;169;88;85;11845;62;Osmancik
12368;449;182;87;87;12722;60;Osmancik
10695;406;164;84;85;10930;61;Osmancik
11240;426;175;82;88;11427;60;Osmancik
11552;432;178;84;88;11838;63;Osmancik
11122;410;165;87;84;11379;71;Osmancik
13099;453;180;93;85;13377;62;Osmancik
9510;401;169;72;90;9764;65;Osmancik
12466;448;181;88;87;12779;60;Osmancik
10595;407;166;82;86;10849;64;Osmancik
10828;415;167;83;86;11225;65;Osmancik
10667;415;170;81;87;11041;68;Osmancik
12845;464;194;85;89;13125;77;Osmancik
11072;421;174;81;88;11245;79;Osmancik
12495;443;184;87;88;12690;74;Osmancik
9723;388;158;79;86;9949;62;Osmancik
11905;443;185;83;89;12209;62;Osmancik
11809;433;170;89;85;12129;61;Osmancik
12219;436;179;87;87;12434;60;Osmancik
12898;454;184;90;86;13223;75;Osmancik
11659;442;186;81;90;11974;68;Osmancik
11119;427;178;80;89;11420;79;Osmancik
11128;423;173;82;87;11372;59;Osmancik
11504;432;175;84;87;11861;58;Osmancik
12093;432;176;88;86;12351;70;Osmancik
12239;432;168;94;82;12489;68;Osmancik
11180;415;169;85;86;11359;77;Osmancik
9622;403;170;72;90;9897;70;Osmancik
10088;406;169;77;88;10331;67;Osmancik
12525;455;183;88;87;12911;70;Osmancik
10386;405;165;81;87;10684;63;Osmancik
12378;459;191;83;89;12800;56;Osmancik
12588;445;181;89;87;12865;77;Osmancik
10227;403;164;80;87;10496;63;Osmancik
10870;414;164;85;85;11183;66;Osmancik
11031;414;170;83;87;11200;60;Osmancik
9918;398;161;79;86;10270;62;Osmancik
9976;406;168;76;88;10295;57;Osmancik
10007;391;163;78;87;10146;80;Osmancik
10427;405;170;78;88;10588;67;Osmancik
12895;449;186;88;88;13072;58;Osmancik
10918;422;176;79;89;11118;79;Osmancik
11485;419;175;83;87;11610;79;Osmancik
10388;400;166;80;87;10536;67;Osmancik
11470;426;175;83;87;11719;73;Osmancik
12714;454;185;88;87;12939;62;Osmancik
10510;420;175;78;89;10756;57;Osmancik
11983;432;172;89;85;12238;70;Osmancik
11415;438;184;80;90;11745;79;Osmancik
11300;415;166;87;84;11579;61;Osmancik
11597;433;180;82;88;11803;60;Osmancik
11501;439;182;81;89;11878;58;Osmancik
11646;435;177;84;87;11902;62;Osmancik
10539;420;174;77;89;10775;66;Osmancik
9801;391;162;76;88;9964;66;Osmancik
11780;435;181;83;88;11975;80;Osmancik
10468;427;182;74;91;10672;53;Osmancik
10787;405;167;82;87;10956;72;Osmancik
10796;416;168;82;87;10985;59;Osmancik
9972;397;165;77;88;10230;79;Osmancik
9751;412;175;71;91;10034;71;Osmancik
11102;425;174;81;88;11333;70;Osmancik
11364;428;180;80;89;11551;58;Osmancik
12587;461;193;83;90;12910;66;Osmancik
9335;388;160;75;88;9536;62;Osmancik
12106;448;186;83;89;12389;65;Osmancik
12411;443;178;90;86;12780;64;Osmancik
12387;445;175;91;85;12789;65;Osmancik
10683;408;170;80;88;10845;68;Osmancik
11071;419;170;83;87;11303;77;Osmancik
11617;418;167;88;84;11822;76;Osmancik
12630;444;180;90;86;12855;67;Osmancik
11992;431;173;89;85;12274;77;Osmancik
9544;386;161;75;88;9664;81;Osmancik
12261;438;173;90;85;12499;77;Osmancik
11392;427;174;84;87;11609;60;Osmancik
11465;423;174;84;87;11673;73;Osmancik
11111;419;175;81;88;11278;58;Osmancik
11234;425;176;82;88;11452;65;Osmancik
9520;394;161;76;88;9852;77;Osmancik
11889;440;178;85;87;12185;76;Osmancik
11197;429;178;81;88;11461;56;Osmancik
10445;409;168;80;87;10653;74;Osmancik
12638;450;185;87;88;12864;63;Osmancik
10497;405;165;81;86;10735;66;Osmancik
10531;415;171;78;88;10796;60;Osmancik
13677;467;191;91;87;13901;65;Osmancik
11075;416;165;86;85;11315;66;Osmancik
10598;411;162;85;85;10936;59;Osmancik
11297;416;165;88;84;11535;62;Osmancik
12199;438;178;88;87;12496;78;Osmancik
12840;470;199;82;90;13072;55;Osmancik
9221;387;159;74;88;9418;76;Osmancik
9154;383;158;74;88;9346;74;Osmancik
12198;432;176;88;86;12400;74;Osmancik
11149;416;167;86;85;11323;69;Osmancik
10632;405;167;81;87;10762;62;Osmancik
12956;458;187;89;87;13310;71;Osmancik
12418;453;187;85;89;12719;77;Osmancik
11573;446;186;80;90;11884;57;Osmancik
11816;446;187;81;89;12069;74;Osmancik
10655;417;177;77;90;10822;73;Osmancik
11764;430;171;88;85;12010;62;Osmancik
12635;439;171;94;83;12929;63;Osmancik
12089;440;179;86;87;12390;66;Osmancik
12173;438;180;87;87;12375;65;Osmancik
11185;414;170;84;86;11370;62;Osmancik
13076;450;183;91;86;13253;67;Osmancik
10557;412;168;80;87;10778;61;Osmancik
12349;452;187;84;89;12646;58;Osmancik
11449;411;156;94;79;11696;72;Osmancik
11875;425;174;87;86;12041;69;Osmancik
11322;415;165;88;84;11545;65;Osmancik
13183;462;190;89;88;13493;68;Osmancik
11509;435;178;83;88;11792;58;Osmancik
10156;409;177;73;91;10327;75;Osmancik
10134;406;167;78;88;10358;58;Osmancik
10420;415;170;79;88;10647;62;Osmancik
12181;434;179;86;87;12387;72;Osmancik
12124;446;188;82;89;12336;74;Osmancik
11930;434;175;87;86;12260;64;Osmancik
10900;417;172;81;88;11091;58;Osmancik
12213;452;192;81;90;12406;64;Osmancik
11917;437;179;85;87;12192;63;Osmancik
12406;434;172;92;84;12704;64;Osmancik
11923;434;182;84;88;12086;60;Osmancik
10896;419;174;80;88;11145;58;Osmancik
12209;445;184;85;88;12418;61;Osmancik
8604;373;153;72;88;8787;60;Osmancik
12633;452;186;87;88;12863;58;Osmancik
10524;402;164;82;86;10713;63;Osmancik
12625;448;182;89;87;12833;60;Osmancik
11977;442;185;83;89;12186;68;Osmancik
11961;429;175;87;86;12149;61;Osmancik
11281;407;160;90;82;11483;67;Osmancik
13751;451;175;101;81;14063;75;Osmancik
12382;453;187;85;88;12771;61;Osmancik
13825;483;205;86;90;14023;73;Osmancik
13589;479;201;87;90;13908;58;Osmancik
11771;430;181;83;88;11919;79;Osmancik
11711;447;190;79;90;11904;59;Osmancik
12331;431;177;89;86;12502;74;Osmancik
11046;423;183;76;90;11198;82;Osmancik
12258;447;186;84;89;12616;70;Osmancik
12162;450;186;84;89;12502;65;Osmancik
11106;415;175;81;88;11257;60;Osmancik
12081;431;173;89;85;12315;78;Osmancik
12397;435;174;91;84;12761;64;Osmancik
13799;454;184;95;85;13965;62;Osmancik
11133;431;184;77;90;11287;55;Osmancik
12955;451;191;86;89;13143;60;Osmancik
12056;431;182;84;88;12191;79;Osmancik
12558;452;189;85;89;12799;62;Osmancik
12326;441;179;89;86;12673;76;Osmancik
12406;433;175;91;85;12639;79;Osmancik
11686;441;180;83;88;12023;57;Osmancik
12393;438;184;86;88;12582;70;Osmancik
12345;438;177;89;86;12586;62;Osmancik
11511;439;183;81;89;11736;57;Osmancik
11635;449;197;75;92;11842;52;Osmancik
11720;425;171;88;85;11912;77;Osmancik
12450;443;181;88;87;12730;71;Osmancik
10074;416;172;75;89;10422;55;Osmancik
13320;467;200;85;90;13504;64;Osmancik
11895;429;179;85;87;12072;79;Osmancik
11621;402;153;96;77;11797;81;Osmancik
12272;439;181;86;87;12495;64;Osmancik
12695;464;197;82;90;12981;60;Osmancik
10777;409;165;84;85;10987;80;Osmancik
12734;466;198;82;91;13021;63;Osmancik
13295;465;187;91;87;13633;61;Osmancik
12581;439;171;95;83;12858;69;Osmancik
11097;422;172;83;87;11393;61;Osmancik
11625;430;176;86;87;11838;59;Osmancik
10665;422;176;77;89;10884;62;Osmancik
12206;441;186;83;89;12404;59;Osmancik
12646;473;204;79;92;12949;67;Osmancik
11553;428;170;87;85;11845;60;Osmancik
13028;467;194;87;89;13304;56;Osmancik
12103;439;181;85;88;12339;59;Osmancik
11718;439;182;82;89;11967;64;Osmancik
11672;435;179;83;88;11941;65;Osmancik
11793;417;163;93;81;12022;66;Osmancik
11695;434;183;82;89;11845;79;Osmancik
10975;412;169;83;87;11149;78;Osmancik
11089;421;173;82;88;11345;66;Osmancik
10833;427;177;79;89;11158;76;Osmancik
11550;426;173;86;86;11766;61;Osmancik
12339;435;173;92;84;12646;73;Osmancik
7943;362;154;65;90;8080;60;Osmancik
13207;458;187;90;87;13501;73;Osmancik
12437;462;193;83;90;12841;57;Osmancik
10964;412;168;83;86;11118;74;Osmancik
11322;415;164;88;84;11619;75;Osmancik
10760;420;173;80;88;11046;58;Osmancik
11739;430;170;89;85;11963;58;Osmancik
15115;492;200;97;87;15411;72;Osmancik
11385;419;163;89;83;11767;64;Osmancik
13753;461;185;95;85;13962;65;Osmancik
11701;432;184;81;89;11887;76;Osmancik
12754;450;186;88;87;13063;80;Osmancik
12147;436;177;88;86;12421;68;Osmancik
12784;468;197;84;90;13140;58;Osmancik
11742;437;182;83;89;11974;58;Osmancik
12526;441;179;90;86;12768;71;Osmancik
10925;415;170;82;87;11155;60;Osmancik
12752;455;191;85;89;12938;57;Osmancik
12848;455;184;90;87;13227;69;Osmancik
12730;462;192;85;89;13160;63;Osmancik
11017;416;168;84;86;11303;73;Osmancik
12391;437;175;90;85;12600;63;Osmancik
8848;369;150;76;86;9009;63;Osmancik
11298;436;183;79;90;11650;72;Osmancik
10647;411;170;80;87;10829;80;Osmancik
7833;373;162;63;92;8015;76;Osmancik
11189;427;176;81;88;11422;59;Osmancik
10386;403;166;80;87;10554;64;Osmancik
11753;425;176;85;87;11919;65;Osmancik
10802;424;177;78;89;11019;65;Osmancik
11278;430;174;83;87;11637;73;Osmancik
11418;432;184;79;90;11608;63;Osmancik
11980;434;180;85;88;12190;61;Osmancik
11370;444;188;77;91;11676;58;Osmancik
11422;414;166;88;84;11624;70;Osmancik
10463;417;177;76;90;10681;58;Osmancik
12184;437;180;87;87;12398;77;Osmancik
12407;460;187;85;88;12849;58;Osmancik
11479;429;176;83;88;11739;61;Osmancik
10265;400;163;81;86;10450;61;Osmancik
12748;461;190;86;89;13158;78;Osmancik
11475;447;185;80;90;11818;75;Osmancik
10554;406;165;82;86;10841;64;Osmancik
11497;438;179;82;88;11820;57;Osmancik
13221;448;181;93;85;13378;62;Osmancik
11906;435;178;85;87;12194;60;Osmancik
10849;410;167;82;87;11025;60;Osmancik
10474;403;167;80;87;10611;78;Osmancik
9834;401;164;77;88;10076;69;Osmancik
11502;428;174;85;87;11760;59;Osmancik
9584;390;162;75;88;9757;80;Osmancik
10527;408;170;79;88;10692;65;Osmancik
10773;407;167;82;86;10931;62;Osmancik
12013;458;195;79;91;12330;61;Osmancik
10746;423;177;78;89;10942;58;Osmancik
10852;412;168;83;86;11028;77;Osmancik
11521;429;176;84;87;11732;59;Osmancik
11986;432;172;89;85;12279;65;Osmancik
11706;433;181;82;89;11928;58;Osmancik
11231;427;183;78;90;11427;72;Osmancik
13109;457;195;86;89;13271;59;Osmancik
11144;427;182;78;90;11332;68;Osmancik
9961;392;159;80;86;10156;61;Osmancik
12234;440;178;88;86;12435;62;Osmancik
11722;423;174;85;87;11891;61;Osmancik
10550;411;162;83;85;10875;61;Osmancik
12299;446;185;85;88;12528;66;Osmancik
11968;430;170;90;84;12252;63;Osmancik
10191;403;168;77;88;10352;79;Osmancik
11397;425;172;85;86;11726;75;Osmancik
11916;432;176;87;86;12189;64;Osmancik
11063;428;177;80;89;11362;60;Osmancik
10698;416;171;81;88;10909;58;Osmancik
11485;429;173;85;86;11758;60;Osmancik
11742;439;183;83;89;12016;57;Osmancik
10102;411;176;74;90;10350;57;Osmancik
13033;466;198;84;90;13234;76;Osmancik
10208;394;161;81;86;10361;66;Osmancik
12605;445;183;88;87;12787;61;Osmancik
11505;444;187;79;90;11745;55;Osmancik
12406;441;177;90;86;12864;62;Osmancik
11902;454;196;78;91;12214;70;Osmancik
11339;425;177;82;88;11533;59;Osmancik
12599;450;184;87;88;12818;73;Osmancik
11961;448;189;81;90;12275;75;Osmancik
10786;408;165;84;85;11022;78;Osmancik
12454;437;175;91;85;12655;63;Osmancik
11181;420;171;84;86;11406;79;Osmancik
11500;424;171;86;86;11838;78;Osmancik
10958;422;172;82;87;11351;64;Osmancik
10427;408;164;81;86;10689;79;Osmancik
10475;410;170;79;88;10739;79;Osmancik
11075;412;165;86;85;11354;63;Osmancik
10980;428;181;77;90;11174;58;Osmancik
11542;424;171;87;85;11811;69;Osmancik
11715;429;171;89;85;12066;64;Osmancik
11322;435;180;82;89;11650;65;Osmancik
12295;439;176;89;86;12566;67;Osmancik
12587;451;185;87;88;12941;69;Osmancik
10364;417;171;78;88;10737;57;Osmancik
10862;421;175;80;88;11066;61;Osmancik
10951;424;179;78;89;11138;56;Osmancik
10472;412;168;80;87;10772;61;Osmancik
11577;418;168;89;84;11746;80;Osmancik
11178;419;166;87;85;11507;60;Osmancik
12244;442;179;87;87;12568;63;Osmancik
12279;441;180;88;87;12525;59;Osmancik
11295;417;174;83;87;11476;76;Osmancik
12752;453;185;89;87;13105;68;Osmancik
8965;383;156;74;87;9317;62;Osmancik
10604;409;169;80;87;10780;78;Osmancik
11166;419;171;84;87;11437;60;Osmancik
10106;408;167;78;88;10424;78;Osmancik
11274;426;177;82;88;11539;63;Osmancik
11437;430;184;79;90;11587;68;Osmancik
10983;417;171;82;87;11229;77;Osmancik
11090;416;174;81;88;11277;74;Osmancik
13005;467;199;83;90;13251;55;Osmancik
10680;413;171;79;88;10848;59;Osmancik
10138;414;171;77;89;10425;56;Osmancik
11440;425;170;87;85;11816;61;Osmancik
10168;400;162;81;86;10424;62;Osmancik
11910;427;173;88;85;12191;77;Osmancik
11987;440;180;86;87;12299;68;Osmancik
10472;403;164;81;86;10688;69;Osmancik
10860;411;165;85;85;11212;75;Osmancik
11242;427;180;80;89;11402;77;Osmancik
9876;384;156;81;85;9999;63;Osmancik
12058;433;175;88;86;12283;68;Osmancik
10560;400;168;80;87;10691;63;Osmancik
12837;448;180;92;85;13157;76;Osmancik
11726;450;189;80;90;12061;55;Osmancik
11639;434;178;84;88;11941;69;Osmancik
12483;440;176;91;85;12747;62;Osmancik
11660;433;178;84;88;11974;61;Osmancik
12172;431;175;89;86;12368;60;Osmancik
11795;446;189;80;90;12081;63;Osmancik
11873;430;176;86;87;12086;60;Osmancik
11657;432;177;84;88;11946;60;Osmancik
10513;410;165;82;86;10789;72;Osmancik
10499;408;165;82;86;10785;66;Osmancik
10657;412;171;80;88;10879;72;Osmancik
11176;427;176;82;88;11438;58;Osmancik
9819;410;172;73;90;10096;58;Osmancik
10349;408;169;79;88;10608;65;Osmancik
11366;431;179;81;88;11737;60;Osmancik
10536;397;160;83;85;10711;67;Osmancik
11933;430;178;85;87;12118;79;Osmancik
11512;414;166;88;84;11700;77;Osmancik
10608;404;161;85;84;10895;70;Osmancik
10061;393;160;80;86;10242;62;Osmancik
9251;375;151;79;85;9431;62;Osmancik
11088;421;169;85;86;11373;75;Osmancik
10360;404;165;81;87;10556;67;Osmancik
11857;434;175;87;86;12176;60;Osmancik
11186;416;166;86;85;11537;76;Osmancik
11112;429;172;83;87;11472;60;Osmancik
12260;453;193;81;90;12508;57;Osmancik
11599;431;171;86;86;11913;77;Osmancik
11531;445;187;79;90;11918;60;Osmancik
11786;424;171;88;85;11946;62;Osmancik
11003;417;168;85;86;11270;61;Osmancik
11973;438;178;87;87;12367;62;Osmancik
10187;409;170;77;88;10391;68;Osmancik
11746;436;185;81;89;11926;58;Osmancik
12163;435;178;87;87;12443;78;Osmancik
11422;419;168;88;85;11687;61;Osmancik
10971;407;167;84;86;11108;73;Osmancik
9441;384;164;73;89;9566;72;Osmancik
10925;437;181;77;90;11231;77;Osmancik
11710;424;173;86;86;11880;73;Osmancik
11337;417;174;83;87;11477;81;Osmancik
11681;431;183;81;89;11857;59;Osmancik
11465;434;180;82;89;11727;65;Osmancik
12183;450;189;83;89;12432;81;Osmancik
12008;440;185;83;89;12227;69;Osmancik
10985;419;171;83;87;11253;58;Osmancik
10979;417;175;80;88;11146;66;Osmancik
10928;408;168;83;86;11113;62;Osmancik
10409;391;159;83;85;10549;65;Osmancik
11961;445;182;85;88;12370;61;Osmancik
10351;408;168;78;88;10526;59;Osmancik
12225;436;172;91;84;12537;64;Osmancik
11550;420;172;85;86;11734;69;Osmancik
10389;403;164;81;87;10664;60;Osmancik
11240;438;186;77;90;11492;56;Osmancik
12019;439;180;85;87;12346;70;Osmancik
11210;428;181;79;89;11456;63;Osmancik
11184;419;172;83;87;11347;60;Osmancik
10550;404;160;85;84;10846;77;Osmancik
11544;421;170;87;85;11800;65;Osmancik
12743;449;180;90;86;13044;61;Osmancik
12711;458;188;86;88;13092;57;Osmancik
11545;427;167;89;84;11925;63;Osmancik
11253;422;173;84;87;11556;75;Osmancik
9216;384;163;72;89;9352;62;Osmancik
11814;428;175;86;87;12000;78;Osmancik
9677;390;160;77;87;9913;76;Osmancik
12010;428;171;90;85;12222;66;Osmancik
11016;416;174;81;88;11149;58;Osmancik
12152;454;198;78;91;12338;78;Osmancik
10870;409;169;82;87;11030;67;Osmancik
10546;428;179;77;90;10893;59;Osmancik
10673;404;162;84;85;10869;73;Osmancik
10000;415;180;71;91;10176;54;Osmancik
11486;420;175;83;87;11615;77;Osmancik
12610;454;185;87;88;12934;59;Osmancik
11973;436;177;87;86;12197;59;Osmancik
11285;425;175;82;88;11525;75;Osmancik
11588;428;172;86;86;11777;61;Osmancik
12895;461;189;88;88;13267;76;Osmancik
12152;447;185;85;88;12449;57;Osmancik
9447;407;173;70;91;9698;58;Osmancik
11700;436;179;83;88;11980;73;Osmancik
11783;429;172;88;85;12031;73;Osmancik
12070;432;177;87;86;12283;76;Osmancik
11790;444;184;82;89;12103;59;Osmancik
10962;415;170;82;87;11152;62;Osmancik
11587;423;168;88;85;11826;61;Osmancik
10965;416;171;82;87;11167;66;Osmancik
12093;440;176;88;86;12421;62;Osmancik
11303;422;168;87;85;11569;76;Osmancik
11165;424;174;82;88;11467;64;Osmancik
12743;442;181;90;86;12899;72;Osmancik
10697;407;168;81;87;10824;60;Osmancik
11115;424;177;80;89;11318;73;Osmancik
11251;422;171;84;86;11538;76;Osmancik
10443;406;164;81;86;10722;77;Osmancik
11359;420;170;85;86;11580;61;Osmancik
12465;445;177;91;85;12882;76;Osmancik
12500;444;182;88;87;12734;66;Osmancik
11529;420;168;88;85;11748;71;Osmancik
11481;419;170;86;86;11674;74;Osmancik
11760;432;176;86;87;12055;63;Osmancik
13344;469;196;87;89;13609;59;Osmancik
11044;420;165;87;85;11328;61;Osmancik
10705;414;169;81;87;10882;77;Osmancik
10697;408;163;84;85;10995;75;Osmancik
10735;421;172;80;88;11021;78;Osmancik
11706;428;175;85;87;11944;62;Osmancik
13443;469;196;87;89;13686;57;Osmancik
10955;419;172;81;88;11147;61;Osmancik
12915;456;181;92;86;13284;60;Osmancik
9945;396;166;76;88;10085;60;Osmancik
10121;405;168;77;88;10373;74;Osmancik
11445;426;172;86;86;11734;61;Osmancik
11601;435;187;79;90;11757;72;Osmancik
11358;421;171;85;86;11637;64;Osmancik
11184;416;171;83;87;11349;64;Osmancik
10993;422;174;80;88;11179;66;Osmancik
12876;445;177;93;84;13200;72;Osmancik
11393;428;177;82;88;11627;69;Osmancik
9975;393;161;79;86;10162;77;Osmancik
12473;440;180;88;87;12673;62;Osmancik
11593;442;189;78;91;11806;63;Osmancik
10788;402;160;86;84;10961;76;Osmancik
9322;385;157;76;87;9566;63;Osmancik
10819;409;164;84;85;10988;71;Osmancik
11669;417;170;87;85;11847;76;Osmancik
13029;460;184;91;86;13410;76;Osmancik
9495;386;160;75;88;9640;66;Osmancik
10645;417;172;79;88;10838;61;Osmancik
10880;394;153;90;80;11057;74;Osmancik
12198;440;180;86;87;12412;60;Osmancik
12309;434;179;88;87;12462;68;Osmancik
12067;438;177;87;87;12423;66;Osmancik
11422;429;178;82;88;11668;68;Osmancik
10293;413;171;77;89;10560;58;Osmancik
12715;462;197;82;90;12924;68;Osmancik
11993;427;168;91;83;12286;63;Osmancik
11932;436;178;86;87;12152;59;Osmancik
12282;430;173;90;85;12484;66;Osmancik
10638;407;168;81;87;10834;67;Osmancik
11578;431;181;82;88;11747;61;Osmancik
11944;424;171;89;85;12177;62;Osmancik
10074;397;166;77;88;10249;70;Osmancik
11247;418;174;82;88;11407;78;Osmancik
11562;424;174;85;87;11739;75;Osmancik
12989;450;182;91;86;13259;63;Osmancik
12558;453;192;84;89;12747;78;Osmancik
7551;369;163;59;93;7723;75;Osmancik
11353;418;166;87;85;11587;64;Osmancik
9371;394;169;70;90;9528;77;Osmancik
10878;410;168;82;87;11079;68;Osmancik
11322;415;169;85;86;11512;61;Osmancik
10586;423;181;75;91;10760;78;Osmancik
11428;418;168;87;85;11589;62;Osmancik
9908;400;170;74;89;10075;58;Osmancik
12273;441;182;86;87;12469;62;Osmancik
10482;402;164;82;86;10679;61;Osmancik
12228;441;176;90;85;12587;69;Osmancik
12074;435;181;85;88;12257;69;Osmancik
9360;399;171;70;91;9533;69;Osmancik
11447;419;163;91;83;11831;73;Osmancik
10949;417;168;84;86;11280;61;Osmancik
13808;466;190;93;87;14023;62;Osmancik
12261;457;201;78;92;12431;81;Osmancik
11496;440;185;79;90;11759;75;Osmancik
10638;407;166;82;86;10912;64;Osmancik
11835;418;168;90;84;12025;66;Osmancik
10083;402;169;76;89;10283;64;Osmancik
12780;437;175;93;84;12940;70;Osmancik
12802;457;192;85;89;13001;75;Osmancik
10589;439;191;71;92;10817;51;Osmancik
11502;429;178;83;88;11715;77;Osmancik
12415;438;181;88;87;12586;60;Osmancik
14217;472;196;92;88;14426;59;Osmancik
10842;434;179;79;89;11251;54;Osmancik
12003;433;178;86;87;12171;76;Osmancik
11630;425;173;87;86;11766;78;Osmancik
12267;429;171;92;84;12520;77;Osmancik
